"uid.x","namedLocation.x","domainID.x","siteID","plotID","trapID","weighDate","setDate","collectDate","ovenStartDate","ovenEndDate","fieldSampleID","massSampleID","samplingProtocolVersion.x","functionalGroup","dryMass","qaDryMass","remarks.x","measuredBy","uid.y","namedLocation.y","domainID.y","subplotID","decimalLatitude","decimalLongitude","elevation","nlcdClass","plotType","geodeticDatum","coordinateUncertainty","elevationUncertainty","date","samplingProtocolVersion.y","targetTaxaPresent","trapType","trapPlacement","trapSize","remarks.y","recordedBy"
"1a456200-7893-425b-9173-b4e8934c19ba","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO064103.20160616","NEON.LTR.NIWO064103.20160616.NDL","NEON.DOC.001710vE","Needles",3.56,"N","","jlinden@field-ops.org","8434ddcb-92c2-4ea1-97a7-6f8aaaf6204e","NIWO_064.basePlot.ltr","D13",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"b4e4b26a-0993-4c9b-984a-ff9f01b978af","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO062050.20160616","NEON.LTR.NIWO062050.20160616.LVS","NEON.DOC.001710vE","Leaves",0.19,"Y","","jlinden@field-ops.org","fa7a490c-9937-4d83-8b29-9056fe7c3cc3","NIWO_062.basePlot.ltr","D13",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"94c5d689-6228-49e2-80d8-b033448d7ee7","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO062050.20160616","NEON.LTR.NIWO062050.20160616.OTH","NEON.DOC.001710vE","Other",0.58,"N","","jlinden@field-ops.org","fa7a490c-9937-4d83-8b29-9056fe7c3cc3","NIWO_062.basePlot.ltr","D13",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"1f2531e8-c7de-4eda-aee8-90914aa17066","NIWO_058.basePlot.ltr","D13","NIWO","NIWO_058","NIWO_058_101","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO058101.20160616","NEON.LTR.NIWO058101.20160616.WDY","NEON.DOC.001710vE","Woody material",0.08,"Y","","jlinden@field-ops.org","cd8f3c8d-084a-4c1b-895c-8f71295c79fd","NIWO_058.basePlot.ltr","D13",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"b5806c49-b8f9-42c4-9cee-101023816faa","NIWO_047.basePlot.ltr","D13","NIWO","NIWO_047","NIWO_047_197","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO047197.20160616","NEON.LTR.NIWO047197.20160616.FLR","NEON.DOC.001710vE","Flowers",0.01,"N","","jlinden@field-ops.org","c80eb883-99a3-42d6-8dbb-c6b0c0e3db1c","NIWO_047.basePlot.ltr","D13",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"d7f355e4-04b1-4208-95ba-fc491790fca9","NIWO_057.basePlot.ltr","D13","NIWO","NIWO_057","NIWO_057_081","2016-06-22","2015-09-29","2016-06-16","2016-06-17T17:15Z","2016-06-22T22:25Z","NEON.LTR.NIWO057081.20160616","NEON.LTR.NIWO057081.20160616.SDS","NEON.DOC.001710vE","Seeds",0.005,"N","","jlinden@field-ops.org","6c40a6f8-9b9c-422c-9333-7cc7969a5350","NIWO_057.basePlot.ltr","D13",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84",10.2,0.3,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"ca77e083-48c8-425e-8677-b228fd79db02","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO064103.20160616","NEON.LTR.NIWO064103.20160616.FLR","NEON.DOC.001710vE","Flowers",0,"N","no sample to collect","jlinden@field-ops.org","8434ddcb-92c2-4ea1-97a7-6f8aaaf6204e","NIWO_064.basePlot.ltr","D13",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"eea354db-1701-4910-8297-2a3147a870fc","NIWO_058.basePlot.ltr","D13","NIWO","NIWO_058","NIWO_058_101","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO058101.20160616","NEON.LTR.NIWO058101.20160616.SDS","NEON.DOC.001710vE","Seeds",0.01,"N","","jlinden@field-ops.org","cd8f3c8d-084a-4c1b-895c-8f71295c79fd","NIWO_058.basePlot.ltr","D13",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"83ce64f8-26d9-48b8-ab06-e1e21391bebf","NIWO_061.basePlot.ltr","D13","NIWO","NIWO_061","NIWO_061_169","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO061169.20160616","NEON.LTR.NIWO061169.20160616.NDL","NEON.DOC.001710vE","Needles",15.54,"Y","","jlinden@field-ops.org","077e9259-ebde-427e-91a8-5d5765c9c3d6","NIWO_061.basePlot.ltr","D13",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84",10.2,0.4,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"78c2bb20-1752-4cfa-bae5-195c1286180e","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO062050.20160616","NEON.LTR.NIWO062050.20160616.TWI","NEON.DOC.001710vE","Twigs/branches",0.04,"Y","","jlinden@field-ops.org","fa7a490c-9937-4d83-8b29-9056fe7c3cc3","NIWO_062.basePlot.ltr","D13",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"a4f646f8-08d4-40be-bec9-1ec1cbb5c2e1","NIWO_058.basePlot.ltr","D13","NIWO","NIWO_058","NIWO_058_101","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO058101.20160616","NEON.LTR.NIWO058101.20160616.OTH","NEON.DOC.001710vE","Other",0.02,"Y","","jlinden@field-ops.org","cd8f3c8d-084a-4c1b-895c-8f71295c79fd","NIWO_058.basePlot.ltr","D13",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"74bb9ab6-af64-42de-9740-cf669cdba18f","NIWO_061.basePlot.ltr","D13","NIWO","NIWO_061","NIWO_061_169","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO061169.20160616","NEON.LTR.NIWO061169.20160616.LVS","NEON.DOC.001710vE","Leaves",0,"N","no sample to collect","jlinden@field-ops.org","077e9259-ebde-427e-91a8-5d5765c9c3d6","NIWO_061.basePlot.ltr","D13",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84",10.2,0.4,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"46d326a8-86e0-46e8-9a2a-1c736918ddbf","NIWO_061.basePlot.ltr","D13","NIWO","NIWO_061","NIWO_061_169","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO061169.20160616","NEON.LTR.NIWO061169.20160616.SDS","NEON.DOC.001710vE","Seeds",0.05,"N","","jlinden@field-ops.org","077e9259-ebde-427e-91a8-5d5765c9c3d6","NIWO_061.basePlot.ltr","D13",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84",10.2,0.4,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"2189fe41-2641-4211-9d2a-5c1515f894a0","NIWO_061.basePlot.ltr","D13","NIWO","NIWO_061","NIWO_061_169","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO061169.20160616","NEON.LTR.NIWO061169.20160616.FLR","NEON.DOC.001710vE","Flowers",0,"N","no sample to collect","jlinden@field-ops.org","077e9259-ebde-427e-91a8-5d5765c9c3d6","NIWO_061.basePlot.ltr","D13",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84",10.2,0.4,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"ebb3dbf5-3fba-46b0-b243-74dc2f8ee5e5","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO064103.20160616","NEON.LTR.NIWO064103.20160616.TWI","NEON.DOC.001710vE","Twigs/branches",1.15,"Y","","jlinden@field-ops.org","8434ddcb-92c2-4ea1-97a7-6f8aaaf6204e","NIWO_064.basePlot.ltr","D13",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"16fe1f0f-6484-4724-8a87-8be28d853bf7","NIWO_061.basePlot.ltr","D13","NIWO","NIWO_061","NIWO_061_169","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO061169.20160616","NEON.LTR.NIWO061169.20160616.TWI","NEON.DOC.001710vE","Twigs/branches",1.79,"N","","jlinden@field-ops.org","077e9259-ebde-427e-91a8-5d5765c9c3d6","NIWO_061.basePlot.ltr","D13",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84",10.2,0.4,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"0ef0fddf-4cd8-488d-914b-0143f8accd91","NIWO_057.basePlot.ltr","D13","NIWO","NIWO_057","NIWO_057_081","2016-06-22","2015-09-29","2016-06-16","2016-06-17T17:15Z","2016-06-22T22:25Z","NEON.LTR.NIWO057081.20160616","NEON.LTR.NIWO057081.20160616.LVS","NEON.DOC.001710vE","Leaves",0,"N","no sample to collect","jlinden@field-ops.org","6c40a6f8-9b9c-422c-9333-7cc7969a5350","NIWO_057.basePlot.ltr","D13",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84",10.2,0.3,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"01e7c956-ce61-4d91-8261-b3658f4abfac","NIWO_047.basePlot.ltr","D13","NIWO","NIWO_047","NIWO_047_197","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO047197.20160616","NEON.LTR.NIWO047197.20160616.OTH","NEON.DOC.001710vE","Other",0.48,"N","","jlinden@field-ops.org","c80eb883-99a3-42d6-8dbb-c6b0c0e3db1c","NIWO_047.basePlot.ltr","D13",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"32b65b7c-319d-4def-8322-56cc4ada793c","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO062050.20160616","NEON.LTR.NIWO062050.20160616.FLR","NEON.DOC.001710vE","Flowers",0.05,"N","","jlinden@field-ops.org","fa7a490c-9937-4d83-8b29-9056fe7c3cc3","NIWO_062.basePlot.ltr","D13",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"5b705e4e-965e-4b93-bf59-209a4effac5e","NIWO_061.basePlot.ltr","D13","NIWO","NIWO_061","NIWO_061_169","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO061169.20160616","NEON.LTR.NIWO061169.20160616.WDY","NEON.DOC.001710vE","Woody material",1.35,"Y","","jlinden@field-ops.org","077e9259-ebde-427e-91a8-5d5765c9c3d6","NIWO_061.basePlot.ltr","D13",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84",10.2,0.4,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"a78be78d-627c-4546-ba07-3bfbb8cc4c45","NIWO_058.basePlot.ltr","D13","NIWO","NIWO_058","NIWO_058_101","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO058101.20160616","NEON.LTR.NIWO058101.20160616.FLR","NEON.DOC.001710vE","Flowers",0,"N","no sample to collect","jlinden@field-ops.org","cd8f3c8d-084a-4c1b-895c-8f71295c79fd","NIWO_058.basePlot.ltr","D13",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
